gene_id	family	source	discovery_round	sequence_scope	matched_protein_id	hmmer_score	hmmer_evalue	length	original_family	resolution_group	family_resolution_method	family_resolution_status	nearest_reference_id	nearest_reference_family	meme_status	meme_status_quality_aware	motif_support_quality	singleton_passthrough	meme_evaluable	meme_biological_pass	meme_operational_pass	meme_pass	pfam_pass	pfam_status	stability_pass	selection_annotated	contamination_pass	pfam_gate_active	stability_gate_active	contamination_gate_active	final_pass
GMO.00002216.v1.g345780.t1	LOX	proteome_v1_exact	round1	full_length	GMO.00002216.v1.g345780.t1	1054.2	6.7e-316	803							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001513.v1.g189840.t1	LOX	proteome_v1_exact	round1	full_length	GMO.00001513.v1.g189840.t1	1052.8	1.8e-315	931							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001016.v1.g092500.t1	LOX	proteome_v1_exact	round1	full_length	GMO.00001016.v1.g092500.t1	1052.4	2.5e-315	860							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002516.v1.g581300.t1	LOX	proteome_v1_exact	round1	full_length	GMO.00002516.v1.g581300.t1	1051.9	3.5e-315	860							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002356.v1.g504770.t1	LOX	proteome_v1_exact	round1	full_length	GMO.00002356.v1.g504770.t1	1051.5	4.6e-315	923							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001513.v1.g189890.t1	LOX	proteome_v1_exact	round1	full_length	GMO.00001513.v1.g189890.t1	1051.0	6.2e-315	923							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000571.v1.g025000.t1	LOX	proteome_v1_exact	round1	full_length	GMO.00000571.v1.g025000.t1	1046.0	2.1e-313	936							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002325.v1.g479150.t1	LOX	proteome_v1_exact	round1	full_length	GMO.00002325.v1.g479150.t1	1046.0	2.1e-313	936							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002176.v1.g331990.t1	LOX	proteome_v1_exact	round1	full_length	GMO.00002176.v1.g331990.t1	1044.0	8.2e-313	873							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002216.v1.g345680.t1	LOX	proteome_v1_exact	round1	full_length	GMO.00002216.v1.g345680.t1	1041.4	5.1e-312	849							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002319.v1.g466540.t1	LOX	proteome_v1_exact	round1	full_length	GMO.00002319.v1.g466540.t1	1039.4	2.1e-311	932							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002415.v1.g519410.t1	LOX	proteome_v1_exact	round1	full_length	GMO.00002415.v1.g519410.t1	1039.4	2.1e-311	932							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002216.v1.g362160.t1	LOX	proteome_v1_exact	round1	full_length	GMO.00002216.v1.g362160.t1	1035.9	2.4e-310	876							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002176.v1.g311800.t1	LOX	proteome_v1_exact	round1	full_length	GMO.00002176.v1.g311800.t1	1035.6	3.0e-310	869							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002226.v1.g367190.t1	LOX	proteome_v1_exact	round1	full_length	GMO.00002226.v1.g367190.t1	1035.5	3.2e-310	876							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001513.v1.g189910.t1	LOX	proteome_v1_exact	round1	full_length	GMO.00001513.v1.g189910.t1	1034.6	6.1e-310	929							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002356.v1.g504750.t1	LOX	proteome_v1_exact	round1	full_length	GMO.00002356.v1.g504750.t1	1029.5	2.1e-308	929							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001513.v1.g189920.t1	LOX	proteome_v1_exact	round1	full_length	GMO.00001513.v1.g189920.t1	1003.4	1.7e-300	927							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002356.v1.g504740.t1	LOX	proteome_v1_exact	round1	full_length	GMO.00002356.v1.g504740.t1	1001.3	7.1e-300	929							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001513.v1.g189930.t1	LOX	proteome_v1_exact	round1	full_length	GMO.00001513.v1.g189930.t1	993.9	1.2e-297	929							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002356.v1.g504730.t1	LOX	proteome_v1_exact	round1	full_length	GMO.00002356.v1.g504730.t1	993.1	2.2e-297	927							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002218.v1.g365940.t1	LOX	proteome_v1_exact	round1	full_length	GMO.00002218.v1.g365940.t1	799.4	8.9e-239	841							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002356.v1.g504590.t1	LOX	proteome_v1_exact	round1	full_length	GMO.00002356.v1.g504590.t1	118.8	8.0e-33	337							partial	partial	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001695.v1.g225230.t1	MGL	proteome_v1_exact	round2	full_length	GMO.00001695.v1.g225230.t1	285.6	1.3e-83	448	CBL|CGS|CSCBL_like|MGL_artocarpus|MGL_cannabis|MGL_durio	plp_pf01053	phylogeny_nearest_reference	resolved	A0A803PP87	MGL	confirmed	confirmed	strong_plus_weaker	False	True	True	True	True	True		True	True	True	True	False	False	True
GMO.00002556.v1.g618800.t1	MGL	proteome_v1_exact	round2	full_length	GMO.00002556.v1.g618800.t1	285.6	1.3e-83	448	CBL|CGS|CSCBL_like|MGL_artocarpus|MGL_cannabis|MGL_durio	plp_pf01053	phylogeny_nearest_reference	resolved	A0A803PP87	MGL	confirmed	confirmed	strong_plus_weaker	False	True	True	True	True	True		True	True	True	True	False	False	True
GMO.00002319.v1.g469810.t1	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00002319.v1.g469810.t1	990.0	3.6e-297	1057							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001343.v1.g163370.t1	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00001343.v1.g163370.t1	571.0	4.5e-170	495							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001385.v1.g171830.t1	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00001385.v1.g171830.t1	571.0	4.5e-170	495							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002275.v1.g403640.t1	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00002275.v1.g403640.t1	555.1	3.1e-165	500							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000537.v1.g020960.t1	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00000537.v1.g020960.t1	552.4	2.0e-164	500							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002356.v1.g504710.t2	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00002356.v1.g504710.t2	541.8	3.3e-161	484							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001513.v1.g189950.t1	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00001513.v1.g189950.t1	541.2	5.0e-161	528							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001050.v1.g096410.t2	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00001050.v1.g096410.t2	534.4	6.0e-159	507							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002523.v1.g603190.t1	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00002523.v1.g603190.t1	533.8	8.7e-159	517							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001856.v1.g257650.t1	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00001856.v1.g257650.t1	526.9	1.1e-156	509							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002277.v1.g422660.t1	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00002277.v1.g422660.t1	525.8	2.3e-156	509							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001050.v1.g096390.t2	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00001050.v1.g096390.t2	525.7	2.6e-156	511							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002523.v1.g603210.t2	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00002523.v1.g603210.t2	524.7	5.3e-156	511							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000827.v1.g069880.t1	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00000827.v1.g069880.t1	524.4	6.2e-156	497							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002523.v1.g603200.t2	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00002523.v1.g603200.t2	523.6	1.1e-155	499							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001050.v1.g096400.t2	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00001050.v1.g096400.t2	523.5	1.1e-155	499							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002356.v1.g504720.t3	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00002356.v1.g504720.t3	521.9	3.6e-155	524							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001513.v1.g189940.t1	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00001513.v1.g189940.t1	521.7	4.1e-155	528							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000827.v1.g069860.t2	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00000827.v1.g069860.t2	521.5	4.8e-155	510							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002277.v1.g413260.t1	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00002277.v1.g413260.t1	518.0	5.4e-154	508							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002176.v1.g312690.t1	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00002176.v1.g312690.t1	513.1	1.7e-152	517							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001527.v1.g192460.t1	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00001527.v1.g192460.t1	512.5	2.6e-152	509							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002277.v1.g413310.t1	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00002277.v1.g413310.t1	512.3	3.0e-152	509							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001527.v1.g192620.t1	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00001527.v1.g192620.t1	511.7	4.5e-152	508							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001050.v1.g096380.t1	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00001050.v1.g096380.t1	502.5	2.7e-149	481							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002523.v1.g603220.t1	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00002523.v1.g603220.t1	502.4	3.1e-149	481							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001378.v1.g171120.t2	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00001378.v1.g171120.t2	495.9	2.8e-147	512							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002288.v1.g439230.t1	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00002288.v1.g439230.t1	495.3	4.2e-147	519							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001378.v1.g171180.t1	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00001378.v1.g171180.t1	492.5	2.9e-146	548							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002288.v1.g439150.t1	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00002288.v1.g439150.t1	492.3	3.5e-146	548							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000845.v1.g075370.t2	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00000845.v1.g075370.t2	487.6	9.5e-145	521							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002319.v1.g458380.t3	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00002319.v1.g458380.t3	487.6	9.5e-145	521							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001378.v1.g171130.t1	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00001378.v1.g171130.t1	486.3	2.3e-144	564							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002288.v1.g439220.t1	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00002288.v1.g439220.t1	484.5	8.2e-144	564							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000937.v1.g087670.t1	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00000937.v1.g087670.t1	288.4	2.5e-84	254							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002275.v1.g403610.t1	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00002275.v1.g403610.t1	217.8	6.4e-63	237							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000937.v1.g087690.t1	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00000937.v1.g087690.t1	213.8	1.0e-61	269							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002284.v1.g432940.t2	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00002284.v1.g432940.t2	213.8	1.0e-61	269							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002284.v1.g432920.t1	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00002284.v1.g432920.t1	196.5	1.9e-56	163							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000172.v1.g002150.t1	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00000172.v1.g002150.t1	182.2	3.9e-52	664							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000176.v1.g002350.t1	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00000176.v1.g002350.t1	182.2	3.9e-52	664							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002176.v1.g336480.t1	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00002176.v1.g336480.t1	182.2	3.9e-52	664							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002356.v1.g504650.t1	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00002356.v1.g504650.t1	136.9	2.2e-38	136							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002284.v1.g432890.t1	Myrosinase	proteome_v1_exact	round1	full_length	GMO.00002284.v1.g432890.t1	65.2	1.2e-16	104							partial	partial	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000872.v1.g079810.t1	OASTL	proteome_v1_exact	round2	full_length	GMO.00000872.v1.g079810.t1	623.8	2.9e-187	385							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002319.v1.g473590.t1	OASTL	proteome_v1_exact	round2	full_length	GMO.00002319.v1.g473590.t1	623.1	4.7e-187	385							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002216.v1.g357410.t1	OASTL	proteome_v1_exact	round2	full_length	GMO.00002216.v1.g357410.t1	528.5	2.6e-158	326							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002216.v1.g357860.t1	OASTL	proteome_v1_exact	round2	full_length	GMO.00002216.v1.g357860.t1	511.3	4.3e-153	327							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002216.v1.g357420.t1	OASTL	proteome_v1_exact	round2	full_length	GMO.00002216.v1.g357420.t1	510.1	1.0e-152	324							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
